"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"284","LNCAPCLONEFGC","prostate",8.5508,0,0
"285","LOUNH91","lung",13.346,0,1
"286","LOXIMVI","skin",3.312,1,0
"288","LS1034","large_intestine",6.5725,0,0
"289","LS123","large_intestine",12.949,0,1
"290","LS180","large_intestine",8.4347,0,0
"291","LS411N","large_intestine",7.0375,0,0
"292","LS513","large_intestine",8.1346,0,0
"293","LU65","lung",4.0626,1,0
"294","LU99","lung",5.6741,1,0
"295","LUDLU1","lung",7.2621,0,0
"296","LXF289","lung",14.5,0,1
"297","M059K","central_nervous_system",13.387,0,1
"298","MALME3M","skin",13.699,0,1
"299","MCAS","ovary",7.403,0,0
"300","MCF7","breast",12.871,0,1
"301","MDAMB157","breast",5.1419,1,0
"302","MDAMB231","breast",10.728,0,0
"303","MDAMB361","breast",14.578,0,1
"304","MDAMB453","breast",9.1056,0,0
"305","MDAMB468","breast",6.8722,0,0
"306","MDST8","large_intestine",11.71,0,0
"307","MELHO","skin",7.351,0,0
"308","MEWO","skin",5.0793,1,0
"309","MFE296","endometrium",6.2766,1,0
"310","MFE319","endometrium",7.8503,0,0
"311","MG63","bone",7.9657,0,0
"312","MHHES1","bone",5.3534,1,0
"313","MHHNB11","autonomic_ganglia",5.4257,1,0
"314","MIAPACA2","pancreas",4.4164,1,0
"315","MKN1","stomach",7.8369,0,0
"316","MKN45","stomach",13.743,0,1
"317","MKN7","stomach",10.513,0,0
"318","MKN74","stomach",11.4275,0,0
"320","ML1","thyroid",9.7299,0,0
"321","MORCPR","lung",8.106,0,0
"322","MPP89","pleura",8.636,0,0
"323","MSTO211H","pleura",5.8939,1,0
"324","NB1","autonomic_ganglia",7.178,0,0
"325","NCCSTCK140","stomach",6.5798,0,0
"326","NCIH1092","lung",9.4664,0,0
"327","NCIH1105","lung",4.7757,1,0
"328","NCIH1155","lung",12.932,0,1
"329","NCIH1184","lung",12.021,0,0
"330","NCIH1299","lung",9.4574,0,0
"332","NCIH1339","lung",6.0211,1,0
"333","NCIH1341","lung",4.4831,1,0
"334","NCIH1355","lung",9.2654,0,0
"335","NCIH1373","lung",8.6344,0,0
"336","NCIH1385","lung",10.96,0,0
"337","NCIH1395","lung",13.416,0,1
"338","NCIH1435","lung",15,0,1
"339","NCIH146","lung",8.6338,0,0
"340","NCIH1563","lung",14.935,0,1
"341","NCIH1568","lung",8.4092,0,0
"342","NCIH1573","lung",7.8058,0,0
"343","NCIH1581","lung",15.246,0,1
"344","NCIH1623","lung",13.888,0,1
"345","NCIH1650","lung",9.3637,0,0
"346","NCIH1666","lung",9.6224,0,0
"347","NCIH1693","lung",12.994,0,1
"348","NCIH1694","lung",14.509,0,1
"349","NCIH1703","lung",8.651,0,0
"350","NCIH1734","lung",13.892,0,1
"351","NCIH1755","lung",15.303,0,1
"352","NCIH1792","lung",8.1301,0,0
"353","NCIH1793","lung",14.744,0,1
"354","NCIH1838","lung",12.492,0,0
"355","NCIH1869","lung",9.3702,0,0
"357","NCIH1915","lung",7.6069,0,0
"358","NCIH1944","lung",11.064,0,0
"359","NCIH196","lung",13.422,0,1
"360","NCIH1975","lung",7.533,0,0
"361","NCIH2023","lung",11.716,0,0
"362","NCIH2029","lung",15.436,0,1
"363","NCIH2030","lung",11.117,0,0
"364","NCIH2052","pleura",10.074,0,0
"365","NCIH2081","lung",16.895,0,1
"366","NCIH2085","lung",13.495,0,1
"367","NCIH2087","lung",10.311,0,0
"368","NCIH2106","lung",14.546,0,1
"369","NCIH211","lung",10.295,0,0
"370","NCIH2110","lung",10.634,0,0
"371","NCIH2122","lung",8.1269,0,0
"372","NCIH2126","lung",12.794,0,1
"373","NCIH2141","lung",15.406,0,1
"374","NCIH2170","lung",7.3412,0,0
"375","NCIH2172","lung",9.5687,0,0
"376","NCIH2196","lung",15.526,0,1
"377","NCIH2228","lung",10.717,0,0
"378","NCIH226","lung",8.363,0,0
"379","NCIH2291","lung",14.027,0,1
"380","NCIH23","lung",5.9218,1,0
"381","NCIH2342","lung",12.26,0,0
"382","NCIH2405","lung",9.6914,0,0
"383","NCIH2444","lung",10.011,0,0
"384","NCIH2452","pleura",10.647,0,0
"385","NCIH28","pleura",6.9382,0,0
"386","NCIH322","lung",4.2929,1,0
"387","NCIH358","lung",9.7939,0,0
"388","NCIH441","lung",12.192,0,0
"389","NCIH446","lung",3.8624,1,0
"390","NCIH460","lung",8.2294,0,0
"392","NCIH508","large_intestine",10.169,0,0
"393","NCIH520","lung",7.5367,0,0
"395","NCIH522","lung",8.0011,0,0
"396","NCIH526","lung",6.6775,0,0
"397","NCIH647","lung",5.9669,1,0
"398","NCIH650","lung",9.2407,0,0
"399","NCIH661","lung",3.885,1,0
"400","NCIH69","lung",12.401,0,0
"401","NCIH716","large_intestine",6.0776,1,0
"402","NCIH727","lung",10.973,0,0
"403","NCIH747","large_intestine",9.3786,0,0
"404","NCIH810","lung",12.193,0,0
"405","NCIH838","lung",9.1804,0,0
"406","NCIH841","lung",9.4071,0,0
"407","NCIH889","lung",8.5047,0,0
"408","NCIN87","stomach",15.521,0,1
"409","NH6","autonomic_ganglia",15,0,1
"410","NMCG1","central_nervous_system",9.3989,0,0
