"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"267","KMRC20","kidney",10.107,0,0
"268","KNS42","central_nervous_system",7.9199,0,0
"269","KNS62","lung",10.603,0,0
"270","KNS81","central_nervous_system",12.14,0,1
"271","KP2","pancreas",9.1557,0,0
"272","KP3","pancreas",8.709,0,0
"273","KP4","pancreas",4.2138,1,0
"274","KPL1","breast",13.072,0,1
"275","KPNSI9S","autonomic_ganglia",7.1094,0,0
"276","KPNYN","autonomic_ganglia",14.467,0,1
"277","KU1919","urinary_tract",11.667,0,1
"278","KURAMOCHI","ovary",11.157,0,0
"279","KYM1","soft_tissue",4.6371,1,0
"280","KYSE140","oesophagus",7.6628,0,0
"281","KYSE150","oesophagus",9.7176,0,0
"282","KYSE180","oesophagus",6.1564,0,0
"283","KYSE30","oesophagus",8.1865,0,0
"284","KYSE410","oesophagus",4.5874,1,0
"285","KYSE450","oesophagus",12.448,0,1
"286","KYSE510","oesophagus",4.7125,1,0
"287","KYSE520","oesophagus",10.864,0,0
"288","L33","pancreas",3.378,1,0
"289","LC1SQSF","lung",9.8092,0,0
"290","LCLC103H","lung",6.754,0,0
"291","LCLC97TM1","lung",3.8126,1,0
"292","LI7","liver",6.8808,0,0
"293","LK2","lung",0.5247,1,0
"294","LMSU","stomach",10.392,0,0
"295","LN18","central_nervous_system",11.355,0,1
"296","LN229","central_nervous_system",9.5572,0,0
"297","LNCAPCLONEFGC","prostate",3.9239,1,0
"298","LOUNH91","lung",6.9739,0,0
"299","LOVO","large_intestine",7.0592,0,0
"300","LOXIMVI","skin",11.3793,0,1
"302","LS1034","large_intestine",9.3734,0,0
"303","LS123","large_intestine",9.0282,0,0
"304","LS180","large_intestine",7.1292,0,0
"305","LS411N","large_intestine",14.673,0,1
"306","LS513","large_intestine",5.9887,0,0
"307","LU65","lung",6.366,0,0
"308","LU99","lung",6.6266,0,0
"309","LUDLU1","lung",5.0311,0,0
"310","LXF289","lung",14.998,0,1
"311","M059K","central_nervous_system",7.038,0,0
"312","MALME3M","skin",14.715,0,1
"313","MCAS","ovary",1.2124,1,0
"314","MCF7","breast",10.705,0,0
"315","MDAMB157","breast",5.7969,0,0
"316","MDAMB231","breast",9.6499,0,0
"317","MDAMB361","breast",11.365,0,1
"318","MDAMB435S","skin",6.2797,0,0
"319","MDAMB453","breast",9.0187,0,0
"320","MDAMB468","breast",4.0616,1,0
"321","MDST8","large_intestine",7.9802,0,0
"322","MELHO","skin",8.2296,0,0
"323","MELJUSO","skin",9.1253,0,0
"324","MESSA","soft_tissue",8.044,0,0
"325","MEWO","skin",7.4977,0,0
"326","MFE296","endometrium",4.9491,1,0
"327","MFE319","endometrium",4.7936,1,0
"328","MG63","bone",7.8275,0,0
"329","MHHES1","bone",4.5226,1,0
"330","MHHNB11","autonomic_ganglia",2.8657,1,0
"331","MIAPACA2","pancreas",6.7399,0,0
"332","MKN1","stomach",8.5778,0,0
"333","MKN45","stomach",15,0,1
"334","MKN7","stomach",10.453,0,0
"335","MKN74","stomach",8.0589,0,0
"337","ML1","thyroid",7.4393,0,0
"338","MORCPR","lung",5.7243,0,0
"339","MPP89","pleura",7.9595,0,0
"340","MSTO211H","pleura",7.9052,0,0
"341","NB1","autonomic_ganglia",4.0199,1,0
"342","NCCSTCK140","stomach",5.8087,0,0
"343","NCIH1092","lung",9.4438,0,0
"344","NCIH1105","lung",5.8584,0,0
"345","NCIH1155","lung",4.7793,1,0
"346","NCIH1184","lung",6.139,0,0
"347","NCIH1299","lung",11.41,0,1
"348","NCIH1339","lung",3.925,1,0
"349","NCIH1341","lung",2.1654,1,0
"350","NCIH1355","lung",7.4118,0,0
"351","NCIH1373","lung",11.439,0,1
"352","NCIH1395","lung",8.833,0,0
"353","NCIH1435","lung",13.531,0,1
"354","NCIH1563","lung",14.491,0,1
"355","NCIH1568","lung",2.902,1,0
"356","NCIH1573","lung",7.6992,0,0
"357","NCIH1581","lung",4.2195,1,0
"358","NCIH1623","lung",6.5732,0,0
"359","NCIH1650","lung",6.5974,0,0
"360","NCIH1651","lung",8.717,0,0
"361","NCIH1666","lung",6.941,0,0
"362","NCIH1693","lung",8.9027,0,0
"363","NCIH1694","lung",4.854,1,0
"364","NCIH1703","lung",1.6888,1,0
"365","NCIH1734","lung",6.4471,0,0
"366","NCIH1755","lung",10.053,0,0
"367","NCIH1792","lung",7.3714,0,0
"368","NCIH1793","lung",10.38,0,0
"369","NCIH1838","lung",8.6358,0,0
"370","NCIH1869","lung",9.7822,0,0
"372","NCIH1915","lung",10.04,0,0
"373","NCIH1944","lung",5.5958,0,0
"374","NCIH196","lung",8.3906,0,0
"375","NCIH1975","lung",4.4061,1,0
"376","NCIH2009","lung",5.4172,0,0
"377","NCIH2023","lung",10.26,0,0
"378","NCIH2029","lung",6.5513,0,0
"379","NCIH2030","lung",10.91,0,0
"380","NCIH2081","lung",5.4674,0,0
"381","NCIH2085","lung",12.375,0,1
"382","NCIH2087","lung",8.1945,0,0
"383","NCIH209","lung",8.049,0,0
"384","NCIH2106","lung",8.1802,0,0
"385","NCIH211","lung",2.4128,1,0
"386","NCIH2110","lung",4.0885,1,0
"387","NCIH2122","lung",6.6452,0,0
"388","NCIH2126","lung",7.9124,0,0
"389","NCIH2141","lung",3.3278,1,0
"390","NCIH2170","lung",8.0728,0,0
"391","NCIH2171","lung",3.3688,1,0
"392","NCIH2172","lung",13.721,0,1
"393","NCIH2196","lung",8.7686,0,0
"394","NCIH2228","lung",6.9481,0,0
"395","NCIH226","lung",13.19,0,1
"396","NCIH2286","lung",7.6312,0,0
"397","NCIH2291","lung",13.12,0,1
"398","NCIH23","lung",1.8891,1,0
"399","NCIH2342","lung",13.017,0,1
"400","NCIH2444","lung",14.3,0,1
"401","NCIH2452","pleura",8.4684,0,0
"402","NCIH28","pleura",2.987,1,0
"403","NCIH322","lung",5.6192,0,0
"404","NCIH358","lung",3.7748,1,0
"405","NCIH441","lung",10.793,0,0
"406","NCIH446","lung",2.1735,1,0
"407","NCIH460","lung",11.546,0,1
"409","NCIH508","large_intestine",7.9634,0,0
"410","NCIH510","lung",1.21,1,0
