"","Cell.line.name","Tissue","area_under_curve","most_sensitive","least_sensitive"
"443","SNGM","endometrium",13.131,0,1
"444","SNU1","stomach",8.9382,1,0
"445","SNU1041","upper_aerodigestive_tract",12.856,0,1
"446","SNU1066","upper_aerodigestive_tract",13.077,0,1
"447","SNU1076","upper_aerodigestive_tract",10.333,1,0
"448","SNU1077","endometrium",13.151,0,1
"449","SNU1079","biliary_tract",11.199,0,0
"450","SNU1105","central_nervous_system",13.351,0,1
"451","SNU119","ovary",11.446,0,0
"452","SNU1196","biliary_tract",9.0872,1,0
"453","SNU1214","upper_aerodigestive_tract",11.627,0,0
"454","SNU1272","kidney",12.587,0,1
"455","SNU16","stomach",6.2434,1,0
"456","SNU175","large_intestine",6.5824,1,0
"457","SNU182","liver",12.547,0,1
"458","SNU201","central_nervous_system",12.101,0,0
"459","SNU213","pancreas",12.787,0,1
"460","SNU216","stomach",13.86,0,1
"461","SNU308","biliary_tract",10.533,1,0
"462","SNU387","liver",14.815,0,1
"463","SNU398","liver",13.942,0,1
"464","SNU407","large_intestine",14.679,0,1
"465","SNU410","pancreas",11.725,0,0
"466","SNU423","liver",13.376,0,1
"467","SNU449","liver",13.684,0,1
"468","SNU46","upper_aerodigestive_tract",12.183,0,0
"469","SNU466","central_nervous_system",10.329,1,0
"470","SNU475","liver",9.5778,1,0
"471","SNU478","biliary_tract",10.415,1,0
"472","SNU489","central_nervous_system",13.044,0,1
"473","SNU5","stomach",6.9332,1,0
"474","SNU503","large_intestine",12.385,0,0
"475","SNU601","stomach",10.955,0,0
"476","SNU61","large_intestine",14.311,0,1
"477","SNU620","stomach",9.1835,1,0
"478","SNU626","central_nervous_system",9.6757,1,0
"479","SNU668","stomach",10.427,1,0
"480","SNU685","endometrium",11.626,0,0
"481","SNU719","stomach",9.3471,1,0
"482","SNU738","central_nervous_system",12.112,0,0
"483","SNU761","liver",13.43,0,1
"484","SNU8","ovary",11.774,0,0
"485","SNU81","large_intestine",11.456,0,0
"486","SNU840","ovary",15.674,0,1
"487","SNU869","biliary_tract",11.502,0,0
"488","SNU878","liver",10.993,0,0
"489","SNU899","upper_aerodigestive_tract",12.232,0,0
"490","SNUC1","large_intestine",11.279,0,0
"491","SNUC2A","large_intestine",12.525,0,1
"492","SNUC4","large_intestine",12.741,0,1
"493","SNUC5","large_intestine",15.416,0,1
"494","SQ1","lung",18.806,0,1
"495","SUIT2","pancreas",12.561,0,1
"496","SUIT2","pancreas",10.375,1,0
"497","SW1088","central_nervous_system",13.38,0,1
"498","SW1271","lung",11.67,0,0
"499","SW1353","bone",11.732,0,0
"500","SW1417","large_intestine",11.771,0,0
"501","SW1710","urinary_tract",13.538,0,1
"502","SW1783","central_nervous_system",9.1758,1,0
"503","SW1990","pancreas",10.821,0,0
"504","SW48","large_intestine",5.5995,1,0
"505","SW579","thyroid",9.0806,1,0
"506","SW620","large_intestine",13.965,0,1
"507","SW948","large_intestine",11.543,0,0
"508","T24","urinary_tract",11.552,0,0
"509","T3M10","lung",10.871,0,0
"510","T47D","breast",13.153,0,1
"511","T84","large_intestine",10.913,0,0
"512","T98G","central_nervous_system",11.561,0,0
"513","TC71","bone",8.2576,1,0
"514","TCCPAN2","pancreas",15,0,1
"515","TCCSUP","urinary_tract",11.913,0,0
"516","TE1","oesophagus",15.217,0,1
"517","TE10","oesophagus",10.973,0,0
"518","TE11","oesophagus",7.9811,1,0
"519","TE14","oesophagus",10.822,0,0
"520","TE15","oesophagus",9.3209,1,0
"521","TE4","oesophagus",9.3945,1,0
"522","TE441T","soft_tissue",8.6196,1,0
"523","TE5","oesophagus",9.3667,1,0
"524","TE6","oesophagus",10.226,1,0
"525","TE617T","soft_tissue",6.7483,1,0
"526","TE8","oesophagus",10.496,1,0
"527","TE9","oesophagus",10.464,1,0
"528","TM31","central_nervous_system",13.727,0,1
"529","TOV112D","ovary",8.8009,1,0
"530","TOV21G","ovary",9.8412,1,0
"531","TT2609C02","thyroid",12.035,0,0
"532","TTTHYROID","thyroid",11.051,0,0
"533","TUHR10TKB","kidney",12.09,0,0
"534","TUHR14TKB","kidney",13.37,0,1
"535","TUHR4TKB","kidney",13.232,0,1
"536","TYKNU","ovary",13.652,0,1
"537","U118MG","central_nervous_system",11.999,0,0
"538","U251MG","central_nervous_system",10.33,1,0
"539","U2OS","bone",8.988,1,0
"540","U87MG","central_nervous_system",13.14,0,1
"541","UACC257","skin",12.419,0,1
"542","UACC62","skin",12.856,0,1
"543","UBLC1","urinary_tract",14.604,0,1
"544","UMUC1","urinary_tract",8.8381,1,0
"545","UMUC3","urinary_tract",15.446,0,1
"546","VCAP","prostate",12.307,0,0
"547","VMCUB1","urinary_tract",9.7047,1,0
"548","VMRCLCD","lung",12.063,0,0
"549","VMRCRCW","kidney",15.319,0,1
"550","VMRCRCZ","kidney",12.783,0,1
"551","WM115","skin",7.7394,1,0
"552","WM1799","skin",14.37,0,1
"553","WM2664","skin",8.4603,1,0
"554","WM793","skin",13.564,0,1
"555","WM88","skin",10.204,1,0
"556","WM983B","skin",12.307,0,0
"557","YAPC","pancreas",14.847,0,1
"558","YD10B","upper_aerodigestive_tract",9.4157,1,0
"559","YD15","salivary_gland",8.126,1,0
"560","YD38","upper_aerodigestive_tract",12.069,0,0
"561","YD8","upper_aerodigestive_tract",12.381,0,0
"562","YH13","central_nervous_system",12.039,0,0
"563","YKG1","central_nervous_system",13.991,0,1
"564","ZR751","breast",14.995,0,1
"565","ZR7530","breast",14.291,0,1
"566","NCIH1395","lung",10.237,1,0
"567","NCIH1666","lung",12.005,0,0
"568","NCIH1755","lung",15.873,0,1
"569","NCIH2087","lung",9.8196,1,0
"570","NCIH209","lung",7.1751,1,0
"571","NCIH2122","lung",11.879,0,0
"572","NCIH23","lung",7.6223,1,0
"573","NCIH358","lung",10.306,1,0
"574","NCIH441","lung",13.372,0,1
"575","NCIH446","lung",11.05,0,0
"576","NCIH460","lung",9.7329,1,0
"577","NCIH460","lung",8.8239,1,0
"578","NCIH508","large_intestine",12.763,0,1
"579","NCIH661","lung",12.164,0,0
"580","NCIH69","lung",10.673,0,0
"581","NCIN87","stomach",7.3036,1,0
"582","NCIH28","pleura",8.3427,1,0
"583","NCIH196","lung",12.193,0,0
"584","NCIH211","lung",7.2525,1,0
"585","NCIH226","lung",12.63,0,1
"586","NCIH322","lung",11.016,0,0
"587","NCIH510","lung",8.2982,1,0
"588","NCIH520","lung",9.9832,1,0
"589","NCIH520","lung",9.3111,1,0
"590","NCIH522","lung",9.4263,1,0
"591","NCIH526","lung",7.4348,1,0
"592","NCIH647","lung",10.829,0,0
"593","NCIH650","lung",9.8094,1,0
"594","NCIH716","large_intestine",11.601,0,0
"595","NCIH727","lung",11.992,0,0
"596","NCIH747","large_intestine",9.4192,1,0
"597","NCIH810","lung",9.4804,1,0
"598","NCIH838","lung",11.698,0,0
"599","NCIH841","lung",11.614,0,0
"600","NCIH889","lung",11.855,0,0
"601","NCIH1092","lung",10.271,1,0
"602","NCIH1105","lung",7.0376,1,0
"603","NCIH1155","lung",6.5965,1,0
"604","NCIH1184","lung",11.848,0,0
"605","NCIH1299","lung",12.886,0,1
"606","NCIH1299","lung",11.623,0,0
"607","NCIH1339","lung",10.178,1,0
"608","NCIH1341","lung",5.4668,1,0
"609","NCIH1355","lung",13.399,0,1
"610","NCIH1373","lung",12.192,0,0
"611","NCIH1435","lung",15.19,0,1
"612","NCIH1563","lung",12.209,0,0
"613","NCIH1568","lung",8.0483,1,0
"614","NCIH1581","lung",8.8499,1,0
"615","NCIH1623","lung",8.3479,1,0
"616","NCIH1650","lung",10.766,0,0
"617","NCIH1651","lung",9.0648,1,0
"618","NCIH1693","lung",12.451,0,1
"619","NCIH1703","lung",7.439,1,0
"620","NCIH1734","lung",6.5044,1,0
"621","NCIH1792","lung",12.523,0,1
"622","NCIH1793","lung",14.382,0,1
"623","NCIH1838","lung",12.005,0,0
"624","NCIH1869","lung",11.635,0,0
"625","NCIH1869","lung",11.505,0,0
"626","NCIH1915","lung",11.662,0,0
"627","NCIH1944","lung",8.901,1,0
"628","NCIH2009","lung",10.618,1,0
"629","NCIH2023","lung",11.143,0,0
"630","NCIH2029","lung",11.953,0,0
"631","NCIH2030","lung",11.31,0,0
"632","NCIH2052","pleura",11.339,0,0
"633","NCIH2081","lung",7.7752,1,0
"634","NCIH2106","lung",11.751,0,0
"635","NCIH2110","lung",9.3374,1,0
"636","NCIH2126","lung",14.084,0,1
"637","NCIH2141","lung",5.8624,1,0
