"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"535","SNU16","stomach",12.126,1,0
"536","SNU175","large_intestine",11.025,1,0
"537","SNU182","liver",12.597,1,0
"538","SNU201","central_nervous_system",17.314,0,1
"539","SNU213","pancreas",15.259,0,1
"540","SNU216","stomach",12.642,1,0
"541","SNU245","biliary_tract",15,0,0
"542","SNU308","biliary_tract",14.669,0,0
"543","SNU387","liver",14.59,0,0
"544","SNU407","large_intestine",13.762,0,0
"545","SNU423","liver",13.861,0,0
"546","SNU449","liver",13.987,0,0
"547","SNU46","upper_aerodigestive_tract",13.333,1,0
"548","SNU466","central_nervous_system",14.692,0,0
"549","SNU475","liver",14.263,0,0
"550","SNU478","biliary_tract",13.214,1,0
"551","SNU489","central_nervous_system",14.707,0,0
"552","SNU5","stomach",13.656,1,0
"553","SNU503","large_intestine",14.919,0,0
"554","SNU601","stomach",15.172,0,1
"555","SNU61","large_intestine",14.018,0,0
"556","SNU620","stomach",12.617,1,0
"557","SNU626","central_nervous_system",15.069,0,1
"558","SNU668","stomach",14.934,0,0
"559","SNU685","endometrium",14.187,0,0
"560","SNU719","stomach",13.522,1,0
"561","SNU738","central_nervous_system",14.824,0,0
"562","SNU761","liver",13.745,0,0
"563","SNU8","ovary",11.892,1,0
"564","SNU840","ovary",12.994,1,0
"565","SNU869","biliary_tract",14.77,0,0
"566","SNU878","liver",15.538,0,1
"567","SNU899","upper_aerodigestive_tract",13.267,1,0
"568","SNUC1","large_intestine",12.19,1,0
"569","SNUC2A","large_intestine",13.91,0,0
"570","SNUC4","large_intestine",14.464,0,0
"571","SNUC5","large_intestine",14.503,0,0
"572","SQ1","lung",16.986,0,1
"573","SU8686","pancreas",14.397,0,0
"574","SUIT2","pancreas",16.593,0,1
"576","SW1088","central_nervous_system",14.516,0,0
"577","SW1116","large_intestine",15.879,0,1
"578","SW1271","lung",14.825,0,0
"579","SW1353","bone",14.065,0,0
"580","SW1417","large_intestine",14.238,0,0
"581","SW1573","lung",13.588,1,0
"582","SW1710","urinary_tract",14.367,0,0
"583","SW1990","pancreas",12.797,1,0
"584","SW48","large_intestine",11.988,1,0
"585","SW579","thyroid",15.583,0,1
"586","SW620","large_intestine",12.831,1,0
"587","SW948","large_intestine",13.384,1,0
"588","T24","urinary_tract",14.262,0,0
"589","T3M10","lung",14.509,0,0
"590","T47D","breast",14.731,0,0
"591","T84","large_intestine",14.559,0,0
"592","T98G","central_nervous_system",14.315,0,0
"593","TC71","bone",11.911,1,0
"594","TCCPAN2","pancreas",13.792,0,0
"595","TCCSUP","urinary_tract",14.124,0,0
"596","TE1","oesophagus",13.781,0,0
"597","TE10","oesophagus",13.648,1,0
"598","TE11","oesophagus",13.488,1,0
"599","TE14","oesophagus",15.322,0,1
"600","TE15","oesophagus",11.461,1,0
"601","TE4","oesophagus",15,0,0
"602","TE441T","soft_tissue",14.655,0,0
"603","TE5","oesophagus",14.639,0,0
"604","TE6","oesophagus",13.936,0,0
"605","TE617T","soft_tissue",14.064,0,0
"606","TE8","oesophagus",14.713,0,0
"607","TE9","oesophagus",14.33,0,0
"608","TM31","central_nervous_system",14.34,0,0
"609","TOV112D","ovary",14.517,0,0
"610","TT2609C02","thyroid",14.668,0,0
"611","TTTHYROID","thyroid",13.178,1,0
"612","TUHR10TKB","kidney",15.423,0,1
"613","TUHR14TKB","kidney",16.521,0,1
"614","TUHR4TKB","kidney",14.435,0,0
"615","TYKNU","ovary",14.469,0,0
"616","U118MG","central_nervous_system",14.561,0,0
"617","U251MG","central_nervous_system",14.656,0,0
"618","U2OS","bone",12.696,1,0
"619","U87MG","central_nervous_system",14.566,0,0
"620","UACC257","skin",14.017,0,0
"621","UACC62","skin",14.262,0,0
"622","UBLC1","urinary_tract",14.555,0,0
"623","UMUC1","urinary_tract",16.8,0,1
"624","UMUC3","urinary_tract",14.834,0,0
"625","VCAP","prostate",14.387,0,0
"626","VMCUB1","urinary_tract",13.926,0,0
"627","VMRCLCD","lung",13.846,0,0
"628","VMRCRCW","kidney",16.76,0,1
"629","VMRCRCZ","kidney",14.832,0,0
"630","WM115","skin",13.916,0,0
"631","WM1799","skin",14.241,0,0
"632","WM2664","skin",14.473,0,0
"633","WM793","skin",14.014,0,0
"634","WM88","skin",12.244,1,0
"635","WM983B","skin",13.183,1,0
"636","YAPC","pancreas",14.454,0,0
"637","YD10B","upper_aerodigestive_tract",12.264,1,0
"638","YD15","salivary_gland",11.875,1,0
"639","YD38","upper_aerodigestive_tract",13.541,1,0
"640","YD8","upper_aerodigestive_tract",13.496,1,0
"641","YH13","central_nervous_system",13.937,0,0
"642","YKG1","central_nervous_system",14.403,0,0
"643","ZR751","breast",14.649,0,0
"644","ZR7530","breast",14.566,0,0
