"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"87",724878,"SW1573","lung_NSCLC","lung_NSCLC_adenocarcinoma",1.04597937,1
"88",724879,"SW900","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",1.57100781,1
"89",735784,"TE-5","aero_dig_tract","oesophagus",3.20163223,1
"90",749709,"HCC1954","breast","breast",1.6778796,1
"91",749710,"HCC1143","breast","breast",3.54550596,1
"92",749711,"HCC1187","breast","breast",0.82945801,1
"93",749712,"HCC1395","breast","breast",1.95041841,1
"94",749713,"HCC1599","breast","breast",1.87853554,1
"95",749714,"HCC1937","breast","breast",3.28098899,1
"96",749715,"HCC2157","breast","breast",4.32527673,1
"97",749716,"HCC2218","breast","breast",5.92784178,1
"98",749717,"HCC38","breast","breast",2.1424953,1
"99",753531,"BB30-HNC","aero_dig_tract","head and neck",-2.34855127,0
"100",753532,"BB49-HNC","aero_dig_tract","head and neck",0.85953327,1
"101",753533,"BB65-RCC","kidney","kidney",3.41756636,1
"102",753534,"BEN","lung_NSCLC","lung_NSCLC_not specified",4.42675354,1
"103",753535,"BHY","aero_dig_tract","head and neck",2.1431516,1
"104",753538,"Ca9-22","aero_dig_tract","head and neck",-0.85203663,1
"105",753539,"CADO-ES1","bone","ewings_sarcoma",2.1782695,1
"106",753540,"CAL-12T","lung_NSCLC","lung_NSCLC_not specified",1.84262156,1
"107",753541,"CAL-33","aero_dig_tract","head and neck",0.08529036,1
"108",753545,"CP50-MEL-B","skin","melanoma",2.15901465,1
"109",753546,"CP66-MEL","skin","melanoma",3.85899774,1
"110",753547,"CPC-N","lung_SCLC","lung_small_cell_carcinoma",4.33519826,1
"111",753549,"D-542MG","nervous_system","glioma",2.93100254,1
"112",753551,"DMS-79","lung_SCLC","lung_small_cell_carcinoma",4.22111615,1
"113",753552,"DSH1","urogenital_system","Bladder",3.51702832,1
"114",753554,"EBC-1","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",3.11536232,1
"115",753555,"EC-GI-10","aero_dig_tract","oesophagus",1.24940305,1
"116",753556,"EPLC-272H","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",1.84420117,1
"117",753558,"HA7-RCC","kidney","kidney",0.60129955,1
"118",753559,"HCE-4","aero_dig_tract","oesophagus",0.47291257,1
"119",753561,"HO-1-u-1","aero_dig_tract","head and neck",-1.09853529,1
"120",753562,"HSC-2","aero_dig_tract","head and neck",-1.15723052,1
