"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"319",908128,"Mewo","skin","melanoma",2.25673365,1
"320",908129,"MFE-280","urogenital_system","endometrium",1.84999126,1
"321",908130,"MFE-296","urogenital_system","endometrium",-1.09751099,1
"322",908131,"MG-63","bone","osteosarcoma",-1.32285414,1
"323",908135,"MHH-NB-11","neuroblastoma","neuroblastoma",-1.57690313,1
"324",908138,"MKN1","digestive_system","stomach",-0.60888979,1
"325",908139,"MKN28","digestive_system","stomach",-1.57189176,1
"326",908144,"MOG-G-CCM","nervous_system","glioma",0.49799985,1
"327",908145,"MOG-G-UVW","nervous_system","glioma",-0.99917906,1
"328",908150,"MPP-89","lung","mesothelioma",-0.13004091,1
"329",908151,"MRK-nu-1","breast","breast",-1.99552636,1
"330",908152,"MSTO-211H","lung","mesothelioma",0.96421842,1
"331",908440,"NB69","neuroblastoma","neuroblastoma",-1.66380507,1
"332",908443,"NCI-H520","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-1.75063698,1
"333",908444,"NCI-SNU-1","digestive_system","stomach",-1.96877857,1
"334",908445,"NCI-SNU-5","digestive_system","stomach",-1.72371009,1
"335",908446,"NCI-SNU-16","digestive_system","stomach",1.9952508,1
"336",908447,"NH-12","neuroblastoma","neuroblastoma",-1.8488368,1
"337",908449,"NMC-G1","nervous_system","glioma",-1.55964196,1
"338",908450,"no-11","nervous_system","glioma",1.50581552,1
"339",908452,"no-10","nervous_system","glioma",-1.04224731,1
"340",908454,"NTERA-2 cl.D1","urogenital_system","testis",-4.4788355,0
"341",908455,"NUGC-3","digestive_system","stomach",-3.18718199,0
"342",908457,"NCI-H747","large_intestine","large_intestine",-1.00602863,1
"343",908458,"NCI-H716","large_intestine","large_intestine",0.96696348,1
"344",908459,"NCI-H596","lung_NSCLC","lung_NSCLC_adenocarcinoma",0.4403761,1
"345",908460,"NCI-H441","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.09336325,0
"346",908462,"NCI-H2452","lung","mesothelioma",2.41536868,1
"347",908463,"NCI-H1793","lung_NSCLC","lung_NSCLC_adenocarcinoma",0.78262523,1
"348",908465,"NCI-H358","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.25480841,1
"349",908467,"NCI-H1155","lung_NSCLC","lung_NSCLC_large cell",-0.57440492,1
"350",908469,"NCI-H1436","lung_SCLC","lung_small_cell_carcinoma",0.67522792,1
"351",908470,"NCI-H28","lung","mesothelioma",0.86151907,1
"352",908471,"NCI-H1581","lung_NSCLC","lung_NSCLC_large cell",0.05948549,1
"353",908472,"NCI-H1573","lung_NSCLC","lung_NSCLC_adenocarcinoma",0.84814849,1
