"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","most_sensitive","least_sensitive"
"175",905967,"NCI-H322M","lung_NSCLC","lung_NSCLC_adenocarcinoma",6.55803663,0,1
"176",905968,"IGROV-1","urogenital_system","ovary",6.6483756,0,1
"177",905969,"OVCAR-5","urogenital_system","ovary",6.1135707,0,1
"178",905970,"EKVX","lung_NSCLC","lung_NSCLC_adenocarcinoma",7.10470618,0,1
"179",905972,"HOP-62","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.73465384,0,0
"180",905973,"HOP-92","lung_NSCLC","lung_NSCLC_large cell",5.50497256,1,0
"181",905974,"LOXIMVI","skin","melanoma",3.89870791,1,0
"182",905975,"M14","skin","melanoma",4.91474541,1,0
"183",905976,"UACC-62","skin","melanoma",4.91563336,1,0
"184",905977,"UACC-257","skin","melanoma",5.0288489,1,0
"185",905978,"RXF393","kidney","kidney",6.51715987,0,1
"186",905979,"SN12C","kidney","kidney",5.71269944,0,0
"187",905980,"TK10","kidney","kidney",6.28360295,0,1
"188",905981,"U031","kidney","kidney",5.83465998,0,0
"189",905982,"SNB75","nervous_system","glioma",6.7724874,0,1
"190",905983,"U251","nervous_system","glioma",4.32144971,1,0
"191",905984,"SF539","nervous_system","glioma",4.56283251,1,0
"192",905985,"SF295","nervous_system","glioma",5.31177071,1,0
"193",905986,"SF268","nervous_system","glioma",5.0103623,1,0
"194",905989,"KM12","large_intestine","large_intestine",6.10478923,0,1
"195",905990,"OVCAR-4","urogenital_system","ovary",6.68828356,0,1
"196",905991,"OVCAR-8","urogenital_system","ovary",5.45779276,1,0
"197",906693,"BxPC-3","pancreas","pancreas",6.03629458,0,1
"198",906696,"BHT-101","thyroid","thyroid",3.82613455,1,0
"199",906746,"Becker","nervous_system","glioma",5.39824875,1,0
"200",906791,"ABC-1","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.91598424,0,0
"201",906793,"A375","skin","melanoma",5.07505104,1,0
"202",906794,"A253","aero_dig_tract","head and neck",4.46090831,1,0
"203",906795,"8305C","thyroid","thyroid",6.39850011,0,1
"204",906797,"647-V","urogenital_system","Bladder",3.80908781,1,0
"205",906798,"639-V","urogenital_system","Bladder",5.44069739,1,0
"206",906801,"BT-20","breast","breast",6.37560552,0,1
"207",906804,"A2780","urogenital_system","ovary",5.79875774,0,0
"208",906805,"COR-L105","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.6559907,0,0
"209",906808,"COR-L88","lung_SCLC","lung_small_cell_carcinoma",5.87063133,0,0
"210",906812,"COLO-824","breast","breast",5.72409782,0,0
"211",906813,"COLO-800","skin","melanoma",5.45808272,1,0
"212",906814,"COLO-792","skin","melanoma",5.89916508,0,0
"213",906817,"COLO-680N","aero_dig_tract","oesophagus",6.5537885,0,1
"214",906818,"COLO-679","skin","melanoma",5.49687331,1,0
"215",906820,"CHP-212","neuroblastoma","neuroblastoma",4.46004665,1,0
"216",906821,"CFPAC-1","pancreas","pancreas",5.87917604,0,0
"217",906823,"CCF-STTG1","nervous_system","glioma",6.00907931,0,0
"218",906824,"Ca-Ski","urogenital_system","cervix",4.50747379,1,0
"219",906826,"CAL-120","breast","breast",5.59989262,0,0
"220",906827,"CAL-72","bone","osteosarcoma",5.70484069,0,0
"221",906828,"CAL-62","thyroid","thyroid",5.07716538,1,0
"222",906830,"C32","skin","melanoma",5.18038373,1,0
"223",906833,"Daoy","nervous_system","medulloblastoma",5.19064405,1,0
"224",906834,"D-283MED","nervous_system","medulloblastoma",5.69306104,0,0
"225",906835,"DBTRG-05MG","nervous_system","glioma",5.95373142,0,0
"226",906837,"Detroit562","aero_dig_tract","head and neck",5.80328333,0,0
"227",906839,"DK-MG","nervous_system","glioma",6.57928773,0,1
"228",906841,"DJM-1","skin","skin_other",5.16944879,1,0
"229",906843,"DoTc2-4510","urogenital_system","cervix",5.61935564,0,0
"230",906844,"DU-4475","breast","breast",4.73989636,1,0
"231",906848,"ECC10","digestive_system","stomach",5.00157396,1,0
"232",906851,"EFM-19","breast","breast",6.00028627,0,0
"233",906852,"EFO-27","urogenital_system","ovary",5.18523985,1,0
"234",906853,"EGI-1","digestive_system","biliary_tract",5.57793741,0,0
"235",906861,"ETK-1","digestive_system","biliary_tract",5.58509989,0,0
"236",906862,"EVSA-T","breast","breast",5.45359621,1,0
"237",906864,"FTC-133","thyroid","thyroid",4.71343397,1,0
"238",906865,"G-361","skin","melanoma",5.73016315,0,0
"239",906868,"GAMG","nervous_system","glioma",5.87009738,0,0
"240",906871,"GI-1","nervous_system","glioma",3.76440888,1,0
"241",906872,"GI-ME-N","neuroblastoma","neuroblastoma",3.82471397,1,0
"242",906875,"GOTO","neuroblastoma","neuroblastoma",5.85748106,0,0
"243",906999,"GCT","soft_tissue","soft_tissue_other",3.34475336,1,0
"244",907000,"ESS-1","urogenital_system","endometrium",5.59225401,0,0
"245",907041,"GT3TKB","digestive_system","stomach",5.01354071,1,0
"246",907042,"H4","nervous_system","glioma",5.51885589,1,0
"247",907045,"HCC1419","breast","breast",6.93058545,0,1
"248",907046,"HCC1569","breast","breast",5.73045169,0,0
"249",907047,"HCC1806","breast","breast",5.01251784,1,0
"250",907048,"HCC70","breast","breast",5.17418818,1,0
"251",907051,"HEC-1","urogenital_system","endometrium",5.85170127,0,0
"252",907055,"HGC-27","digestive_system","stomach",4.80728398,1,0
"253",907057,"HLE","digestive_system","liver",5.17447088,1,0
"254",907058,"HMV-II","skin","melanoma",6.320626,0,1
"255",907059,"HN","aero_dig_tract","head and neck",5.6850734,0,0
"256",907060,"HOS","bone","osteosarcoma",5.2148927,1,0
"257",907061,"HSC-3","aero_dig_tract","head and neck",4.18774849,1,0
"258",907062,"HSC-4","aero_dig_tract","head and neck",5.27937722,1,0
"259",907064,"HT-1080","soft_tissue","fibrosarcoma",4.69530901,1,0
"260",907065,"HT-1197","urogenital_system","Bladder",5.53179244,1,0
"261",907066,"HT-1376","urogenital_system","Bladder",5.64661814,0,0
"262",907067,"HT-144","skin","melanoma",6.07951539,0,1
"263",907068,"HT-3","urogenital_system","cervix",5.63862978,0,0
"264",907069,"HuCCT1","digestive_system","biliary_tract",6.01817082,0,1
"265",907071,"HuH-7","digestive_system","liver",5.88217738,0,0
"266",907072,"HuO9","bone","osteosarcoma",6.00225866,0,0
"267",907073,"HUTU-80","digestive_system","digestive_system_other",5.26666342,1,0
"268",907170,"IMR-5","neuroblastoma","neuroblastoma",4.66693217,1,0
"269",907171,"IPC-298","skin","melanoma",5.64337898,0,0
"270",907172,"IST-MEL1","skin","melanoma",4.87821526,1,0
"271",907173,"IST-MES1","lung","mesothelioma",4.71748819,1,0
"272",907175,"JAR","urogenital_system","urogenital_system_other",4.6085197,1,0
"273",907176,"JEG-3","urogenital_system","urogenital_system_other",5.32634284,1,0
"274",907271,"KALS-1","nervous_system","glioma",5.86505542,0,0
"275",907276,"KATOIII","digestive_system","stomach",5.48529432,1,0
"276",907279,"KINGS-1","nervous_system","glioma",6.07463729,0,1
"277",907282,"KNS-42","nervous_system","glioma",5.66615459,0,0
"278",907285,"HuP-T3","pancreas","pancreas",5.80933068,0,0
"279",907289,"HT-115","large_intestine","large_intestine",5.81078379,0,0
"280",907290,"H-EMC-SS","bone","chondrosarcoma",6.48434514,0,1
"281",907291,"GP5d","large_intestine","large_intestine",5.64472717,0,0
"282",907295,"DMS-53","lung_SCLC","lung_small_cell_carcinoma",5.97667035,0,0
"283",907298,"G-402","soft_tissue","soft_tissue_other",6.32452861,0,1
"284",907299,"G-401","kidney","kidney",5.99329088,0,0
"285",907312,"KU-19-19","urogenital_system","Bladder",5.27030506,1,0
"286",907313,"KS-1","nervous_system","glioma",3.90262816,1,0
"287",907314,"KP-N-YN","neuroblastoma","neuroblastoma",6.25447183,0,1
"288",907317,"KYSE-150","aero_dig_tract","oesophagus",5.27256129,1,0
"289",907318,"KYSE-180","aero_dig_tract","oesophagus",4.03124382,1,0
"290",907319,"KYSE-270","aero_dig_tract","oesophagus",5.17843076,1,0
"291",907320,"KYSE-450","aero_dig_tract","oesophagus",5.67381308,0,0
"292",907321,"KYSE-510","aero_dig_tract","oesophagus",3.22752579,1,0
"293",907786,"LC-2-ad","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.82687213,0,0
"294",907788,"LNCaP-Clone-FGC","urogenital_system","prostate",5.7906621,0,0
"295",907790,"LoVo","large_intestine","large_intestine",5.93304307,0,0
"296",907792,"LS-123","large_intestine","large_intestine",6.33379736,0,1
"297",907794,"LS-411N","large_intestine","large_intestine",6.27840999,0,1
"298",907795,"LS-513","large_intestine","large_intestine",5.36809779,1,0
"299",907796,"LU-99A","lung_NSCLC","lung_NSCLC_large cell",4.9773742,1,0
"300",908121,"MDA-MB-361","breast","breast",5.20666885,1,0
"301",908122,"MDA-MB-453","breast","breast",6.13651191,0,1
"302",908123,"MDA-MB-468","breast","breast",5.57038255,0,0
"303",908124,"MEL-HO","skin","melanoma",5.15673698,1,0
"304",908125,"MEL-JUSO","skin","melanoma",5.27767724,1,0
"305",908127,"MES-SA","urogenital_system","uterus",5.40472122,1,0
"306",908128,"Mewo","skin","melanoma",5.8144099,0,0
"307",908129,"MFE-280","urogenital_system","endometrium",6.45276015,0,1
"308",908130,"MFE-296","urogenital_system","endometrium",6.03555539,0,1
"309",908138,"MKN1","digestive_system","stomach",6.02785579,0,1
"310",908144,"MOG-G-CCM","nervous_system","glioma",6.10350314,0,1
"311",908145,"MOG-G-UVW","nervous_system","glioma",4.10981192,1,0
"312",908150,"MPP-89","lung","mesothelioma",4.03134571,1,0
"313",908151,"MRK-nu-1","breast","breast",5.30480459,1,0
"314",908443,"NCI-H520","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",6.05002268,0,1
"315",908444,"NCI-SNU-1","digestive_system","stomach",5.55251392,0,0
"316",908445,"NCI-SNU-5","digestive_system","stomach",5.20617254,1,0
"317",908446,"NCI-SNU-16","digestive_system","stomach",5.28029132,1,0
"318",908449,"NMC-G1","nervous_system","glioma",5.8308291,0,0
"319",908450,"no-11","nervous_system","glioma",6.51677697,0,1
"320",908452,"no-10","nervous_system","glioma",6.04847035,0,1
"321",908454,"NTERA-2 cl.D1","urogenital_system","testis",3.7765054,1,0
"322",908455,"NUGC-3","digestive_system","stomach",6.07159103,0,1
"323",908457,"NCI-H747","large_intestine","large_intestine",6.29843945,0,1
"324",908458,"NCI-H716","large_intestine","large_intestine",5.94566046,0,0
"325",908459,"NCI-H596","lung_NSCLC","lung_NSCLC_adenocarcinoma",6.33727769,0,1
"326",908460,"NCI-H441","lung_NSCLC","lung_NSCLC_adenocarcinoma",4.90094848,1,0
"327",908461,"NCI-N87","digestive_system","stomach",6.77690138,0,1
"328",908462,"NCI-H2452","lung","mesothelioma",5.65788513,0,0
"329",908463,"NCI-H1793","lung_NSCLC","lung_NSCLC_adenocarcinoma",6.83140416,0,1
"330",908465,"NCI-H358","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.98217465,0,0
"331",908467,"NCI-H1155","lung_NSCLC","lung_NSCLC_large cell",4.77713747,1,0
"332",908468,"NCI-H1105","lung_SCLC","lung_small_cell_carcinoma",4.53779006,1,0
"333",908469,"NCI-H1436","lung_SCLC","lung_small_cell_carcinoma",6.31179302,0,1
"334",908470,"NCI-H28","lung","mesothelioma",6.44666521,0,1
"335",908471,"NCI-H1581","lung_NSCLC","lung_NSCLC_large cell",4.83703524,1,0
"336",908472,"NCI-H1573","lung_NSCLC","lung_NSCLC_adenocarcinoma",6.05336359,0,1
"337",908473,"NCI-H1666","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.74594027,0,0
"338",908474,"NCI-H1703","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.22347768,1,0
"339",908475,"NCI-H1755","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.9149148,0,0
"340",908476,"NCI-H1993","lung_NSCLC","lung_NSCLC_adenocarcinoma",6.68909772,0,1
"341",908482,"NCI-H630","large_intestine","large_intestine",6.2580776,0,1
"342",908483,"NCI-H524","lung_SCLC","lung_small_cell_carcinoma",4.98103277,1,0
"343",909248,"ONS-76","nervous_system","medulloblastoma",5.99937237,0,0
"344",909250,"OS-RC-2","kidney","kidney",6.67103305,0,1
"345",909256,"OCUB-M","breast","breast",5.3839687,1,0
"346",909257,"OC-314","urogenital_system","ovary",5.25187722,1,0
"347",909263,"RCM-1","large_intestine","large_intestine",6.51852949,0,1
"348",909264,"RD","soft_tissue","rhabdomyosarcoma",5.98398151,0,0
"349",909697,"RF-48","digestive_system","stomach",5.7482154,0,0
"350",909698,"RKO","large_intestine","large_intestine",5.61855395,0,0
"351",909699,"RMG-I","urogenital_system","ovary",6.20986971,0,1
"352",909700,"RPMI-2650","aero_dig_tract","head and neck",5.85117753,0,0
"353",909704,"RT-112","urogenital_system","Bladder",6.02927316,0,1
"354",909706,"RVH-421","skin","melanoma",5.42186875,1,0
"355",909707,"Saos-2","bone","osteosarcoma",6.21484595,0,1
"356",909708,"SAS","aero_dig_tract","head and neck",6.05757612,0,1
"357",909709,"SCC-9","aero_dig_tract","head and neck",6.01360172,0,1
"358",909711,"SCH","digestive_system","stomach",4.52040218,1,0
"359",909712,"SF126","nervous_system","glioma",5.69410049,0,0
"360",909713,"SH-4","skin","melanoma",4.87622043,1,0
"361",909716,"SJRH30","soft_tissue","rhabdomyosarcoma",5.68502785,0,0
"362",909717,"SJSA-1","bone","bone_other",6.17032656,0,1
"363",909718,"SK-CO-1","large_intestine","large_intestine",3.74706329,1,0
"364",909719,"SK-HEP-1","digestive_system","liver",5.67188165,0,0
"365",909720,"SK-LMS-1","soft_tissue","soft_tissue_other",3.93962959,1,0
"366",909721,"SK-LU-1","lung_NSCLC","lung_NSCLC_adenocarcinoma",4.90257176,1,0
"367",909723,"SK-MEL-1","skin","melanoma",5.71889537,0,0
"368",909724,"SK-MEL-3","skin","melanoma",6.28917108,0,1
"369",909725,"SK-MEL-24","skin","melanoma",5.46798099,1,0
"370",909726,"SK-MEL-30","skin","melanoma",5.98239414,0,0
"371",909727,"SK-MEL-31","skin","melanoma",6.59996715,0,1
"372",909728,"SK-MES-1","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",5.94514556,0,0
"373",909729,"SK-MG-1","nervous_system","glioma",5.60932169,0,0
"374",909731,"SK-PN-DW","bone","ewings_sarcoma",5.16194649,1,0
"375",909732,"SK-UT-1","soft_tissue","soft_tissue_other",4.87340463,1,0
"376",909735,"SNG-M","urogenital_system","endometrium",5.60161359,0,0
"377",909736,"SNU-387","digestive_system","liver",5.94448246,0,0
"378",909737,"SNU-423","digestive_system","liver",5.71282974,0,0
"379",909738,"SNU-449","digestive_system","liver",5.6298171,0,0
"380",909740,"SNU-C2B","large_intestine","large_intestine",5.52340898,1,0
"381",909744,"SW13","kidney","adrenal_gland",5.96688607,0,0
"382",909745,"SW1088","nervous_system","glioma",5.22751604,1,0
"383",909746,"SW1116","large_intestine","large_intestine",7.01682708,0,1
"384",909747,"SW1417","large_intestine","large_intestine",6.50747542,0,1
"385",909748,"SW1463","large_intestine","large_intestine",7.44737626,0,1
"386",909749,"SW1710","urogenital_system","Bladder",5.55014351,1,0
"387",909750,"SW1783","nervous_system","glioma",5.61555031,0,0
"388",909751,"SW48","large_intestine","large_intestine",5.82245923,0,0
"389",909753,"SW626","urogenital_system","ovary",6.29898799,0,1
"390",909754,"SW684","soft_tissue","fibrosarcoma",7.10311252,0,1
"391",909755,"SW837","large_intestine","large_intestine",6.45414718,0,1
"392",909756,"SW872","soft_tissue","soft_tissue_other",5.48974202,1,0
"393",909757,"SW948","large_intestine","large_intestine",5.89848937,0,0
"394",909758,"SW962","urogenital_system","urogenital_system_other",6.1983041,0,1
"395",909759,"SW982","soft_tissue","soft_tissue_other",5.84528413,0,0
"396",909761,"T84","large_intestine","large_intestine",5.7138016,0,0
"397",909769,"TGBC1TKB","digestive_system","biliary_tract",5.99634852,0,0
"398",909770,"TGBC11TKB","digestive_system","stomach",5.71841371,0,0
"399",909774,"TYK-nu","urogenital_system","ovary",4.31663938,1,0
"400",909776,"U-2-OS","bone","osteosarcoma",6.02314164,0,1
"401",909778,"UACC-893","breast","breast",5.73113006,0,0
"402",909779,"UMC-11","lung_NSCLC","lung_NSCLC_carcinoid",4.84351769,1,0
"403",909781,"VMRC-RCZ","kidney","kidney",6.01802426,0,1
"404",909784,"WM-115","skin","melanoma",6.35051227,0,1
"405",909904,"YAPC","pancreas","pancreas",6.50998159,0,1
"406",909905,"YH-13","nervous_system","glioma",6.04902159,0,1
"407",909907,"ZR-75-30","breast","breast",7.30910446,0,1
"408",909974,"RCC10RGB","kidney","kidney",7.32009389,0,1
"409",909975,"KURAMOCHI","urogenital_system","ovary",6.26739118,0,1
"410",909977,"HuO-3N1","bone","osteosarcoma",6.61078084,0,1
"411",910079,"OE19","aero_dig_tract","oesophagus",6.33695668,0,1
"412",910399,"NCI-H838","lung_NSCLC","lung_NSCLC_adenocarcinoma",6.01674358,0,1
"413",910546,"PSN1","pancreas","pancreas",5.34788223,1,0
"414",910548,"OAW-42","urogenital_system","ovary",4.89427645,1,0
"415",910549,"OE33","aero_dig_tract","oesophagus",5.23821831,1,0
"416",910554,"CW-2","large_intestine","large_intestine",6.39401803,0,1
"417",910567,"CHP-126","neuroblastoma","neuroblastoma",3.60146042,1,0
"418",910568,"CGTH-W-1","thyroid","thyroid",5.75859472,0,0
"419",910569,"COLO-320-HSR","large_intestine","large_intestine",4.73718335,1,0
"420",910689,"COLO-678","large_intestine","large_intestine",6.6524235,0,1
"421",910691,"COLO-684","urogenital_system","endometrium",5.20589296,1,0
"422",910692,"COLO-668","lung_SCLC","lung_small_cell_carcinoma",5.85788486,0,0
"423",910694,"LN-405","nervous_system","glioma",6.59607871,0,1
"424",910695,"TGBC24TKB","digestive_system","biliary_tract",5.78572803,0,0
"425",910697,"A388","skin","skin_other",6.113339,0,1
"426",910698,"BFTC-909","kidney","kidney",4.46714442,1,0
"427",910700,"C2BBe1","large_intestine","large_intestine",6.30730947,0,1
"428",910701,"SCC-25","aero_dig_tract","head and neck",5.74883363,0,0
"429",910702,"AsPC-1","pancreas","pancreas",5.90828403,0,0
"430",910779,"IA-LM","lung_NSCLC","lung_NSCLC_large cell",5.79431411,0,0
"431",910780,"TGW","neuroblastoma","neuroblastoma",5.04910943,1,0
"432",910781,"AN3-CA","urogenital_system","endometrium",5.23696117,1,0
"433",910784,"A204","soft_tissue","rhabdomyosarcoma",6.24422604,0,1
"434",910849,"NY","bone","osteosarcoma",5.94455279,0,0
"435",910850,"C3A","digestive_system","liver",4.85659188,1,0
"436",910851,"A427","lung_NSCLC","lung_NSCLC_not specified",5.28621298,1,0
"437",910852,"CAL-85-1","breast","breast",5.6562206,0,0
"438",910853,"CHL-1","skin","melanoma",5.5730391,0,0
"439",910899,"NCI-H146","lung_SCLC","lung_small_cell_carcinoma",5.06372898,1,0
"440",910900,"NCI-H1651","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.97881867,0,0
"441",910904,"SCC-4","aero_dig_tract","head and neck",6.28731853,0,1
"442",910905,"SNU-C1","large_intestine","large_intestine",6.10008974,0,1
"443",910907,"SW1990","pancreas","pancreas",5.42212045,1,0
"444",910911,"SCC-15","aero_dig_tract","head and neck",5.32217993,1,0
"445",910915,"Capan-2","pancreas","pancreas",6.47965373,0,1
"446",910916,"CAL-27","aero_dig_tract","head and neck",4.86241061,1,0
"447",910920,"A704","kidney","kidney",5.89059904,0,0
"448",910921,"A101D","skin","melanoma",4.81348653,1,0
"449",910922,"769-P","kidney","kidney",5.94385658,0,0
"450",910924,"23132-87","digestive_system","stomach",5.96846278,0,0
"451",910925,"A431","skin","skin_other",5.57426245,0,0
"452",910926,"BFTC-905","urogenital_system","Bladder",4.00651531,1,0
"453",910927,"CAL-51","breast","breast",5.31523863,1,0
"454",910931,"RERF-LC-MS","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.89079328,0,0
"455",910932,"GAK","skin","melanoma",5.58936051,0,0
"456",910933,"AM-38","nervous_system","glioma",5.57124293,0,0
"457",910936,"DOK","aero_dig_tract","head and neck",6.56949258,0,1
"458",910937,"COR-L279","lung_SCLC","lung_small_cell_carcinoma",4.93823655,1,0
"459",910943,"CAS-1","nervous_system","glioma",6.65566623,0,1
"460",910948,"MFM-223","breast","breast",5.91335565,0,0
"461",910952,"CAL-54","kidney","kidney",6.25234649,0,1
"462",911905,"EFO-21","urogenital_system","ovary",6.60874826,0,1
"463",917486,"LS-1034","large_intestine","large_intestine",6.2423976,0,1
"464",924100,"22RV1","urogenital_system","prostate",6.31658654,0,1
"465",924102,"8505C","thyroid","thyroid",5.85892016,0,0
"466",924104,"BCPAP","thyroid","thyroid",4.69027524,1,0
"467",924105,"BPH-1","urogenital_system","prostate",5.00708704,1,0
"468",924107,"CAL-39","urogenital_system","cervix",5.84534142,0,0
"469",924108,"CaR-1","large_intestine","large_intestine",6.61416975,0,1
"470",924111,"HO-1-N-1","aero_dig_tract","head and neck",4.69089631,1,0
"471",924151,"HTC-C3","thyroid","thyroid",6.05423378,0,1
"472",924186,"KGN","urogenital_system","ovary",6.17971826,0,1
"473",924187,"KLE","urogenital_system","endometrium",6.9808024,0,1
"474",924188,"KNS-81-FD","nervous_system","glioma",5.82209546,0,0
"475",924238,"K5","thyroid","thyroid",4.05850705,1,0
"476",924240,"MDA-MB-415","breast","breast",6.61424167,0,1
"477",924244,"NCI-H1975","lung_NSCLC","lung_NSCLC_adenocarcinoma",6.15150058,0,1
"478",924247,"SW954","urogenital_system","urogenital_system_other",5.04769122,1,0
"479",924250,"MKN7","digestive_system","stomach",6.83211828,0,1
"480",925338,"MDA-MB-157","breast","breast",6.08318188,0,1
"481",925339,"MMAC-SF","skin","melanoma",5.68785614,0,0
"482",925340,"MKN45","digestive_system","stomach",6.41301334,0,1
"483",925341,"NCI-H810","lung_NSCLC","lung_NSCLC_large cell",3.91161663,1,0
"484",925343,"MFH-ino","soft_tissue","soft_tissue_other",6.04796847,0,1
"485",925345,"NOS-1","bone","osteosarcoma",6.18050089,0,1
"486",925346,"PANC-03-27","pancreas","pancreas",5.6664757,0,0
"487",925347,"PANC-08-13","pancreas","pancreas",5.85737587,0,0
"488",925348,"PANC-10-05","pancreas","pancreas",6.19168337,0,1
"489",930082,"RL95-2","urogenital_system","endometrium",5.59670933,0,0
"490",930083,"RO82-W-1","thyroid","thyroid",6.11347443,0,1
"491",930297,"SiHa","urogenital_system","cervix",6.33881911,0,1
"492",930298,"SKG-IIIa","urogenital_system","cervix",6.38634793,0,1
"493",930299,"TT","thyroid","thyroid",6.51188561,0,1
"494",946353,"TE-9","aero_dig_tract","oesophagus",5.64857947,0,0
"495",946354,"TE-11","aero_dig_tract","oesophagus",5.61553982,0,0
"496",946355,"TE-6","aero_dig_tract","oesophagus",6.02295812,0,1
"497",946356,"TE-12","aero_dig_tract","oesophagus",6.33996118,0,1
"498",946357,"TC-YIK","urogenital_system","cervix",4.54830985,1,0
"499",946359,"BT-474","breast","breast",6.25339928,0,1
"500",946360,"OAW-28","urogenital_system","ovary",6.21887895,0,1
"501",946361,"LCLC-97TM1","lung_NSCLC","lung_NSCLC_large cell",5.86870715,0,0
"502",946367,"D-247MG","nervous_system","glioma",6.58846615,0,1
"503",946368,"D-263MG","nervous_system","glioma",6.06857285,0,1
"504",946369,"D-336MG","nervous_system","glioma",6.3690639,0,1
"505",946370,"D-392MG","nervous_system","glioma",6.53738172,0,1
"506",946372,"D-423MG","nervous_system","glioma",3.61369812,1,0
"507",946373,"D-502MG","nervous_system","glioma",6.90638096,0,1
"508",946377,"D-566MG","nervous_system","glioma",4.73317963,1,0
"509",946382,"CAMA-1","breast","breast",4.8578459,1,0
"510",949090,"Caov-4","urogenital_system","ovary",6.90686926,0,1
"511",949093,"BT-483","breast","breast",7.87809609,0,1
"512",949094,"M059J","nervous_system","glioma",4.84511869,1,0
"513",949155,"ES8","bone","ewings_sarcoma",5.52547911,1,0
"514",949156,"ES4","bone","ewings_sarcoma",5.49812535,1,0
"515",949157,"ES6","bone","ewings_sarcoma",6.07135933,0,1
"516",949158,"ES1","bone","ewings_sarcoma",5.3466596,1,0
"517",949160,"EW-7","bone","ewings_sarcoma",5.01204192,1,0
"518",949161,"EW-3","bone","ewings_sarcoma",4.9152203,1,0
"519",949163,"EW-1","bone","ewings_sarcoma",5.59211803,0,0
"520",949164,"EW-18","bone","ewings_sarcoma",5.67498656,0,0
"521",949165,"EW-16","bone","ewings_sarcoma",5.88521088,0,0
"522",949166,"EW-13","bone","ewings_sarcoma",5.66272503,0,0
"523",949167,"EW-22","bone","ewings_sarcoma",5.77637034,0,0
"524",949168,"EW-24","bone","ewings_sarcoma",5.2989723,1,0
"525",949170,"LAN-6","neuroblastoma","neuroblastoma",6.4535529,0,1
"526",949171,"NB10","neuroblastoma","neuroblastoma",4.85950111,1,0
"527",949172,"NB12","neuroblastoma","neuroblastoma",5.22688995,1,0
"528",949174,"NB7","neuroblastoma","neuroblastoma",5.69928356,0,0
"529",949175,"NB17","neuroblastoma","neuroblastoma",6.16669816,0,1
"530",949176,"NB5","neuroblastoma","neuroblastoma",5.90964024,0,0
"531",949177,"NB13","neuroblastoma","neuroblastoma",5.55027405,0,0
"532",949178,"NB14","neuroblastoma","neuroblastoma",5.72427962,0,0
"533",949179,"NB1","neuroblastoma","neuroblastoma",6.07360228,0,1
"534",971773,"RH-1","soft_tissue","rhabdomyosarcoma",4.1929036,1,0
"535",971774,"RH-18","soft_tissue","rhabdomyosarcoma",6.00258108,0,0
"536",971777,"MZ2-MEL","skin","melanoma",5.72436586,0,0
"537",998189,"LS-180","large_intestine","large_intestine",6.21363272,0,1
"538",1240121,"BICR22","aero_dig_tract","head and neck",4.79042939,1,0
"539",1240122,"BICR78","aero_dig_tract","head and neck",6.18354681,0,1
"540",1240123,"CCK-81","large_intestine","large_intestine",5.86069369,0,0
"541",1240124,"CL-40","large_intestine","large_intestine",6.83534054,0,1
"542",1240125,"COLO-783","skin","melanoma",6.003394,0,0
"543",1240127,"EN","urogenital_system","endometrium",6.15273591,0,1
"544",1240128,"ES-2","urogenital_system","ovary",5.06239479,1,0
"545",1240129,"FU-OV-1","urogenital_system","ovary",5.94987395,0,0
"546",1240130,"G-MEL","skin","melanoma",5.57859421,0,0
"547",1240131,"H2591","lung","mesothelioma",6.58508959,0,1
"548",1240132,"H2595","lung","mesothelioma",6.73139842,0,1
"549",1240134,"H2731","lung","mesothelioma",6.20325821,0,1
"550",1240135,"H2803","lung","mesothelioma",6.29708861,0,1
"551",1240136,"H2804","lung","mesothelioma",6.1601102,0,1
"552",1240137,"H2810","lung","mesothelioma",6.16388478,0,1
"553",1240138,"H2869","lung","mesothelioma",6.51361025,0,1
"554",1240139,"H290","lung","mesothelioma",5.6328864,0,0
"555",1240140,"H3118","aero_dig_tract","head and neck",5.49633122,1,0
"556",1240141,"H513","lung","mesothelioma",6.61593766,0,1
"557",1240142,"HARA","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",6.19269144,0,1
"558",1240143,"HCC-15","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",5.97838356,0,0
"559",1240144,"HCC-366","lung_NSCLC","lung_NSCLC_not specified",6.11204423,0,1
"560",1240145,"HCC-44","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.69354547,0,0
"561",1240147,"Hep 3B2_1-7","digestive_system","liver",5.81459881,0,0
"562",1240149,"Hs633T","soft_tissue","fibrosarcoma",5.20996357,1,0
"563",1240150,"Hs683","nervous_system","glioma",6.00033795,0,0
"564",1240151,"Hs746T","digestive_system","stomach",6.62056784,0,1
