"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"406","NCIH23","lung",5.3141,1,0
"407","NCIH2342","lung",10.229,0,1
"408","NCIH2405","lung",9.653,0,0
"409","NCIH2444","lung",7.9705,0,0
"410","NCIH2452","pleura",8.2867,0,0
"411","NCIH28","pleura",4.964,1,0
"412","NCIH322","lung",9.7921,0,0
"413","NCIH358","lung",7.249,0,0
"414","NCIH441","lung",10.003,0,0
"415","NCIH446","lung",7.183,0,0
"416","NCIH460","lung",8.49895,0,0
"418","NCIH508","large_intestine",8.559,0,0
"419","NCIH520","lung",8.9222,0,0
"421","NCIH522","lung",7.4556,0,0
"422","NCIH526","lung",5.72,1,0
"423","NCIH647","lung",9.5974,0,0
"424","NCIH650","lung",8.4241,0,0
"425","NCIH660","prostate",9.169,0,0
"426","NCIH661","lung",6.5394,1,0
"427","NCIH69","lung",7.9782,0,0
