"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"546",971777,"MZ2-MEL","skin","melanoma",-3.51192688,1
"547",998189,"LS-180","large_intestine","large_intestine",-3.55360097,1
"548",1240121,"BICR22","aero_dig_tract","head and neck",-0.41674317,1
"549",1240122,"BICR78","aero_dig_tract","head and neck",-1.49297736,1
"550",1240123,"CCK-81","large_intestine","large_intestine",0.5584514,1
"551",1240125,"COLO-783","skin","melanoma",0.89678281,1
"552",1240127,"EN","urogenital_system","endometrium",-1.87484547,1
"553",1240128,"ES-2","urogenital_system","ovary",-0.52113457,1
"554",1240129,"FU-OV-1","urogenital_system","ovary",0.11338111,1
"555",1240130,"G-MEL","skin","melanoma",-3.06023409,1
"556",1240131,"H2591","lung","mesothelioma",-1.23567928,1
"557",1240132,"H2595","lung","mesothelioma",-2.41264064,1
"558",1240134,"H2731","lung","mesothelioma",0.75183384,1
"559",1240135,"H2803","lung","mesothelioma",-0.14733699,1
"560",1240136,"H2804","lung","mesothelioma",-2.9968976,1
"561",1240138,"H2869","lung","mesothelioma",-1.22138976,1
"562",1240139,"H290","lung","mesothelioma",-1.97931735,1
"563",1240140,"H3118","aero_dig_tract","head and neck",-3.67856793,1
"564",1240141,"H513","lung","mesothelioma",-0.79929786,1
"565",1240142,"HARA","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-1.86352964,1
"566",1240143,"HCC-15","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-1.10455884,1
"567",1240145,"HCC-44","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.15890729,1
"568",1240146,"HCC-827","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.11487204,1
"569",1240147,"Hep 3B2_1-7","digestive_system","liver",-3.31004948,1
"570",1240149,"Hs633T","soft_tissue","fibrosarcoma",-3.8459452,1
"571",1240150,"Hs683","nervous_system","glioma",-2.0095939,1
"572",1240153,"IGR-37","skin","melanoma",-2.88049834,1
"573",1240154,"IHH-4","thyroid","thyroid",-4.64393565,0
"574",1240155,"IM-95","digestive_system","stomach",-2.94605382,1
"575",1240157,"JHH-2","digestive_system","liver",-0.53689123,1
"576",1240158,"JHH-4","digestive_system","liver",-1.15917521,1
"577",1240159,"JHH-6","digestive_system","liver",-1.3616206,1
"578",1240160,"JHH-7","digestive_system","liver",-3.3279326,1
"579",1240161,"JHU-011","aero_dig_tract","head and neck",-4.39155322,0
"580",1240162,"JHU-022","aero_dig_tract","head and neck",-0.51871431,1
"581",1240166,"KYM-1","soft_tissue","rhabdomyosarcoma",-2.10837683,1
"582",1240167,"KYSE-220","aero_dig_tract","oesophagus",-2.43120798,1
"583",1240168,"LN-18","nervous_system","glioma",-2.17305903,1
"584",1240169,"LN-229","nervous_system","glioma",-1.52590899,1
"585",1240170,"LNZTA3WT4","nervous_system","glioma",-1.15624125,1
"586",1240172,"MDA-MB-436","breast","breast",0.4471007,1
"587",1240173,"MDST8","large_intestine","large_intestine",-1.24806796,1
"588",1240174,"MFE-319","urogenital_system","endometrium",-2.64747344,1
"589",1240178,"ML-1","thyroid","thyroid",-2.98402162,1
"590",1240179,"MS751","urogenital_system","cervix",-0.99207722,1
"591",1240181,"NB(TU)1-10","neuroblastoma","neuroblastoma",-1.72107414,1
"592",1240182,"NCI-H1836","lung_SCLC","lung_small_cell_carcinoma",0.50987221,1
"593",1240183,"NCI-H1869","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",0.61385089,1
"594",1240184,"NCI-H1915","lung_NSCLC","lung_NSCLC_large cell",-0.02971128,1
"595",1240185,"NCI-H1944","lung_NSCLC","lung_NSCLC_adenocarcinoma",-2.24746882,1
"596",1240186,"NCI-H196","lung_SCLC","lung_small_cell_carcinoma",0.01508521,1
"597",1240187,"NCI-H2023","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.03689085,1
"598",1240189,"NCI-H211","lung_SCLC","lung_small_cell_carcinoma",-3.07275785,1
"599",1240190,"NCI-H3122","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.38018911,1
"600",1240191,"NCI-H647","lung_NSCLC","lung_NSCLC_not specified",-1.87062342,1
"601",1240192,"NCI-H841","lung_SCLC","lung_small_cell_carcinoma",-0.04570887,1
"602",1240193,"NCI-H847","lung_SCLC","lung_small_cell_carcinoma",-2.16286463,1
"603",1240196,"OSC-20","aero_dig_tract","head and neck",-3.29383248,1
"604",1240197,"OV-90","urogenital_system","ovary",-1.69594225,1
"605",1240198,"OVISE","urogenital_system","ovary",-1.72528882,1
"606",1240199,"OVKATE","urogenital_system","ovary",1.72201068,1
"607",1240200,"OVMIU","urogenital_system","ovary",-1.89676739,1
"608",1240201,"PA-TU-8988T","pancreas","pancreas",-2.86723647,1
"609",1240202,"PC-3 [JPC-3]","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.66119758,1
"610",1240204,"PCI-15A","aero_dig_tract","head and neck",-1.8241451,1
"611",1240205,"PCI-38","aero_dig_tract","head and neck",-0.45805584,1
"612",1240206,"PCI-6A","aero_dig_tract","head and neck",-3.71703165,1
"613",1240207,"PE/CA-PJ15","aero_dig_tract","head and neck",-1.50625938,1
"614",1240208,"PL18","pancreas","pancreas",-3.18517397,1
"615",1240209,"RERF-GC-1B","digestive_system","stomach",-2.0980955,1
"616",1240210,"RH-41","soft_tissue","rhabdomyosarcoma",-1.29739518,1
"617",1240212,"SISO","urogenital_system","cervix",-2.66818034,1
"618",1240215,"SKN","urogenital_system","uterus",-2.02370016,1
"619",1240216,"SNU-182","digestive_system","liver",-2.69587562,1
"620",1240217,"SNU-398","digestive_system","liver",-2.17458889,1
"621",1240218,"SU8686","pancreas","pancreas",-1.25903611,1
"622",1240219,"SUIT-2","pancreas","pancreas",-2.63193801,1
"623",1240220,"SW156","kidney","kidney",-0.83645728,1
"624",1240221,"TC-71","bone","ewings_sarcoma",-0.05391784,1
"625",1240222,"TOV-21G","urogenital_system","ovary",-0.63087049,1
"626",1240223,"TT2609-C02","thyroid","thyroid",-3.74181262,1
"627",1240226,"WM278","skin","melanoma",-1.40185252,1
"628",1247873,"H3255","lung_NSCLC","lung_NSCLC_adenocarcinoma",-2.31775768,1
"629",1287381,"201T","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.78552248,1
"630",1287706,"451Lu","skin","melanoma",-2.03363202,1
"631",1290722,"ASH-3","thyroid","thyroid",-3.41798143,1
"632",1290724,"BICR10","aero_dig_tract","head and neck",1.07952512,1
"633",1290725,"BICR31","aero_dig_tract","head and neck",-3.01632935,1
"634",1290730,"CAL-29","urogenital_system","Bladder",-2.18815969,1
"635",1290765,"CAL-78","bone","chondrosarcoma",0.6020273,1
"636",1290767,"CHSA0011","bone","chondrosarcoma",0.20135307,1
"637",1290768,"CHSA0108","bone","chondrosarcoma",-0.43634005,1
"638",1290769,"CL-11","large_intestine","large_intestine",3.14474796,1
"639",1290795,"CS1","bone","bone_other",-1.22698556,1
"640",1290797,"DAN-G","pancreas","pancreas",1.3196243,1
"641",1290798,"EFM-192A","breast","breast",-3.3653367,1
"642",1290806,"FU97","digestive_system","stomach",-2.18453465,1
"643",1290807,"G-292 Clone A141B1","bone","osteosarcoma",0.92609526,1
"644",1290808,"H2369","lung","mesothelioma",-2.80486775,1
"645",1290809,"H2373","lung","mesothelioma",-1.06969576,1
"646",1290810,"H2461","lung","mesothelioma",-1.01306503,1
"647",1290812,"H2722","lung","mesothelioma",-2.25503328,1
"648",1290813,"H2795","lung","mesothelioma",-0.52975097,1
"649",1290814,"H2818","lung","mesothelioma",-0.11641913,1
"650",1290905,"HCC1428","breast","breast",-0.01839096,1
"651",1290906,"HCC202","breast","breast",-0.35876835,1
"652",1290907,"HCC-56","large_intestine","large_intestine",-1.60796411,1
